,AWND,CDSD,CLDD,DATE,DSNW,DYHF,DYTS,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE,REPORT_TYPE.1,SOURCE,SOURCE.1,STATION,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset
87,13.2,0.0,0.0,2021-03-31T23:59:00,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,3973.0,651.0,,,,,,,,,,,,,,,,,,8.0,5.0,12.0,0.0,0.0,0.0,2.4,0.0,-74.0,3.7,1.0,-0.7,,0.79,28-28,0,,0.0,19-19 19-19,30.59,20.0,1015.0,52.7,44.0,29.44,28.0,1851.0,35.2,30.15,30.12,3.08,T,,-7777.0,725.0,SOM849PCP MTOT:0.70 PCP GT 24HRS:0.70 DATE(S):31 DAYS W/PCP >=.01:1  DAYS W/PCP >=.10:1  DAYS W/ PCP >=.50:1 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.04  31/1550 MIN:10 0.05  31/1645 MIN:15 0.07  31/1645 MIN:20 0.08  31/2217 MIN:30 0.12  31/2217 MIN:45 0.17  31/2217 MIN:60 0.21  31/2230 MIN:80 0.26  31/2253 MIN:100 0.30  31/2259 MIN:120 0.34  31/2259 MIN:150 0.39  31/2259 MIN:180 0.42  31/2312 SN GT DP ON GRND:0 SN GT IN 24HRS:T DATE(S): 1619SN MTOT:T AVG DLY MIN:35.2  AVG DLY MAX:52.7  AVG MLY TMP:44.0  MIN TMP:22 DATE(S):02 MAX TMP:81  DATE(S):26 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:12 DAYS MIN  <=0:0  AVG STP:30.120 LWST SLP:29.43 DATE/TIME:281900 HGST SLP:30.59 DATE/TIME:201015 HDD MTH TOT:645 DEP NORM:-2553 SEASON(JUL 1-JUN 30):3930 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):0 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,,,,,,,,,,,,,,,,,,,,,,,,,,
88,11.9,0.0,0.0,2021-04-30T23:59:00,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,4365.0,392.0,,,,,,,,,,,,,,,,,,11.0,5.0,2.0,0.0,0.0,0.0,0.6,-3.0,-23.0,1.5,-0.2,-1.19,,0.82,15-15,0,,T,02-02,30.38,3.0,851.0,60.5,51.9,29.37,30.0,151.0,43.3,29.9,29.88,2.68,T,,3.0,415.0,SOM849PCP MTOT:2.68 PCP GT 24HRS:0.82 DATE(S):15-16 DAYS W/PCP >=.01:11 DAYS W/PCP >=.10:5  DAYS W/ PCP >=.50:2 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.08  29/1941 MIN:10 0.10  29/1943 MIN:15 0.10  29/1943 MIN:20 0.10  29/1943 MIN:30 0.13  15/1345 MIN:45 0.18  15/1348 MIN:60 0.22  15/1356 MIN:80 0.25  15/1417 MIN:100 0.29  15/1405 MIN:120 0.34  15/1348 MIN:150 0.42  15/1405 MIN:180 0.48  15/1352 SN GT DP ON GRND:0 SN GT IN 24HRS:T DATE(S): 2SN MTOT:T AVG DLY MIN:43.3  AVG DLY MAX:60.5  AVG MLY TMP:51.9  MIN TMP:29 DATE(S):02 MAX TMP:73  DATE(S):28 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:2  DAYS MIN  <=0:0  AVG STP:29.875 LWST SLP:29.35 DATE/TIME:300207 HGST SLP:30.38 DATE/TIME:030851 HDD MTH TOT:384 DEP NORM:-2553 SEASON(JUL 1-JUN 30):4314 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):0 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-04-29 19:41,2021-04-29 19:43,2021-04-29 19:43,2021-04-29 19:43,2021-04-15 13:45,2021-04-15 13:48,2021-04-15 13:56,2021-04-15 14:17,2021-04-15 14:05,2021-04-15 13:48,2021-04-15 14:05,2021-04-15 13:52,0.08,0.1,0.1,0.1,0.13,0.18,0.22,0.25,0.29,0.34,0.42,0.48,,
89,11.2,48.0,48.0,2021-05-31T23:59:00,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,4530.0,165.0,,,,,,,,,,,,,,,,,,11.0,7.0,0.0,2.0,0.0,0.0,0.7,16.0,-2.0,1.9,-0.7,0.58,,1.90,28-29,0,,0.0,,30.55,21.0,824.0,70.4,61.3,29.66,5.0,1451.0,52.1,30.07,30.06,4.52,,,32.0,167.0,SOM845PCP MTOT:4.52 PCP GT 24HRS:1.90 DATE(S):28-29 DAYS W/PCP >=.01:11 DAYS W/PCP >=.10:7  DAYS W/ PCP >=.50:4 DAYS W/PCP >=1.00:1 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.15  04/0220 MIN:10 0.21  04/0223 MIN:15 0.22  04/0223 MIN:20 0.24  28/2024 MIN:30 0.29  28/2031 MIN:45 0.30  28/2031 MIN:60 0.31  28/2028 MIN:80 0.33  28/2047 MIN:100 0.39  28/2028 MIN:120 0.44  28/2028 MIN:150 0.52  28/2028 MIN:180 0.57  28/2031 SN GT DP ON GRND:0 SN GT IN 24HRS:0.0 SN MTOT:0.0 AVG DLY MIN:52.1  AVG DLY MAX:70.4  AVG MLY TMP:61.3  MIN TMP:42 DATE(S):01 MAX TMP:94  DATE(S):22 DAYS MAX <=32:0 DAYS MAX >=90:2  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:30.055 LWST SLP:29.65 DATE/TIME:051342 HGST SLP:30.55 DATE/TIME:210824 HDD MTH TOT:159 DEP NORM:-2553 SEASON(JUL 1-JUN 30):4473 DEP NORM:-25536 CDD MTH TOT:50 DEP NORM:-2553 SEASON(JAN 1-DEC 31):50 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-05-04 02:20,2021-05-04 02:23,2021-05-04 02:23,2021-05-28 20:24,2021-05-28 20:31,2021-05-28 20:31,2021-05-28 20:28,2021-05-28 20:47,2021-05-28 20:28,2021-05-28 20:28,2021-05-28 20:28,2021-05-28 20:31,0.15,0.21,0.22,0.24,0.29,0.3,0.31,0.33,0.39,0.44,0.52,0.57,,
90,10.5,245.0,196.0,2021-06-30T23:59:00,0.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,4534.0,4.0,,,,,,,,,,,,,,,,,,7.0,4.0,0.0,3.0,0.0,0.0,1.0,13.0,-17.0,1.8,0.2,-2.29,,0.57,08-08,0,,0.0,,30.41,24.0,1211.0,79.8,71.4,29.61,21.0,1751.0,63.0,30.01,29.98,1.57,,,183.0,21.0,SOM794PCP MTOT:1.57 PCP GT 24HRS:0.57 DATE(S):8 DAYS W/PCP >=.01:7  DAYS W/PCP >=.10:4  DAYS W/ PCP >=.50:1 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.18  08/1556 MIN:10 0.32  08/1559 MIN:15 0.43  08/1604 MIN:20 0.52  08/1607 MIN:30 0.55  08/1611 MIN:45 0.55  08/1611 MIN:60 0.56  08/1644 MIN:80 0.56  08/1644 MIN:100 0.57  08/1709 MIN:120 0.57  08/1709 MIN:150 0.57  08/1709 MIN:180 0.57  08/1709 AVG DLY MIN:63.0  AVG DLY MAX:79.8  AVG MLY TMP:71.4  MIN TMP:52 DATE(S):01 MAX TMP:91  DATE(S):30 09 DAYS MAX <=32:0 DAYS MAX >=90:3  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:29.985 LWST SLP:29.60 DATE/TIME:211813 HGST SLP:30.41 DATE/TIME:241211 HDD MTH TOT:4 DEP NORM:-2553 SEASON(JUL 1-JUN 30):4477 DEP NORM:-25536 CDD MTH TOT:203 DEP NORM:-2553 SEASON(JAN 1-DEC 31):253 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-06-08 15:56,2021-06-08 15:59,2021-06-08 16:04,2021-06-08 16:07,2021-06-08 16:11,2021-06-08 16:11,2021-06-08 16:44,2021-06-08 16:44,2021-06-08 17:09,2021-06-08 17:09,2021-06-08 17:09,2021-06-08 17:09,0.18,0.32,0.43,0.52,0.55,0.55,0.56,0.56,0.57,0.57,0.57,0.57,,
91,9.4,581.0,336.0,2021-07-31T23:59:00,0.0,,14.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,15.0,10.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-0.2,0.1,1.82,,1.33,02-03,0,,0.0,,30.25,13.0,907.0,83.0,75.8,29.65,9.0,651.0,68.6,29.97,29.95,5.90,,,337.0,-7777.0,SOM793PCP MTOT:5.90 PCP GT 24HRS:1.33 DATE(S):2-3 DAYS W/PCP >=.01:15 DAYS W/PCP >=.10:10 DAYS W/ PCP >=.50:4 DAYS W/PCP >=1.00:1 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.28  21/1604 MIN:10 0.42  21/1611 MIN:15 0.54  21/1614 MIN:20 0.54  21/1614 MIN:30 0.65  21/1631 MIN:45 0.86  21/1639 MIN:60 0.86  21/1639 MIN:80 0.86  21/1639 MIN:100 0.86  21/1639 MIN:120 0.86  21/1639 MIN:150 0.86  21/1639 MIN:180 0.86  21/1639 AVG DLY MIN:68.6  AVG DLY MAX:83.0  AVG MLY TMP:75.8  MIN TMP:59 DATE(S):31 04 MAX TMP:90  DATE(S):26 DAYS MAX <=32:0 DAYS MAX >=90:1  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:29.945 LWST SLP:29.64 DATE/TIME:090651 HGST SLP:30.25 DATE/TIME:130907 HDD MTH TOT:1 DEP NORM:-2553 SEASON(JUL 1-JUN 30):1 DEP NORM:-25536 CDD MTH TOT:344 DEP NORM:-2553 SEASON(JAN 1-DEC 31):597 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-07-21 16:04,2021-07-21 16:11,2021-07-21 16:14,2021-07-21 16:14,2021-07-21 16:31,2021-07-21 16:39,2021-07-21 16:39,2021-07-21 16:39,2021-07-21 16:39,2021-07-21 16:39,2021-07-21 16:39,2021-07-21 16:39,0.28,0.42,0.54,0.54,0.65,0.86,0.86,0.86,0.86,0.86,0.86,0.86,,
92,9.2,950.0,369.0,2021-08-31T23:59:00,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,10.0,6.0,0.0,4.0,0.0,0.0,2.0,63.0,-1.0,1.5,2.7,3.7,,4.39,21-22,0,,0.0,,30.28,28.0,2319.0,83.4,76.9,29.73,23.0,1531.0,70.5,30.04,30.01,7.38,,,306.0,1.0,SOM842PCP MTOT:7.38 PCP GT 24HRS:4.39 DATE(S):21-22 DAYS W/PCP >=.01:10 DAYS W/PCP >=.10:6  DAYS W/ PCP >=.50:6 DAYS W/PCP >=1.00:2 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.31  21/1852 MIN:10 0.51  21/1853 MIN:15 0.64  21/1855 MIN:20 0.73  21/1902 MIN:30 0.86  21/1905 MIN:45 0.95  21/1921 MIN:60 1.01  21/1931 MIN:80 1.01  21/1931 MIN:100 1.08  21/2020 MIN:120 1.31  21/2039 MIN:150 1.49  21/2057 MIN:180 1.81  21/2136 SN GT DP ON GRND:0 SN GT IN 24HRS:0.0 SN MTOT:0.0 AVG DLY MIN:70.5  AVG DLY MAX:83.4  AVG MLY TMP:77.0  MIN TMP:62 DATE(S):02 MAX TMP:93  DATE(S):27 DAYS MAX <=32:0 DAYS MAX >=90:4  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:30.015 LWST SLP:29.73 DATE/TIME:231531 HGST SLP:30.28 DATE/TIME:282319 HDD MTH TOT:0 DEP NORM:-2553 SEASON(JUL 1-JUN 30):1 DEP NORM:-25536 CDD MTH TOT:377 DEP NORM:-2553 SEASON(JAN 1-DEC 31):974 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-08-21 18:52,2021-08-21 18:53,2021-08-21 18:55,2021-08-21 19:02,2021-08-21 19:05,2021-08-21 19:21,2021-08-21 19:31,2021-08-21 19:31,2021-08-21 20:20,2021-08-21 20:39,2021-08-21 20:57,2021-08-21 21:36,0.31,0.51,0.64,0.73,0.86,0.95,1.01,1.01,1.08,1.31,1.49,1.81,,
93,11.0,1129.0,178.0,2021-09-30T23:59:00,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,8.0,7.0,,,,,,,,,,,,,,,,,,8.0,6.0,0.0,0.0,0.0,0.0,2.6,48.0,-31.0,2.7,2.7,1.05,,2.77,01-02,0,,0.0,,30.37,21.0,951.0,78.0,70.7,29.5,1.0,2051.0,63.5,30.0,29.98,4.55,,,130.0,38.0,SOM844PCP MTOT:4.55 PCP GT 24HRS:2.77 DATE(S):1-2 DAYS W/PCP >=.01:7  DAYS W/PCP >=.10:5  DAYS W/ PCP >=.50:2 DAYS W/PCP >=1.00:1 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.20  01/2131 MIN:10 0.31  01/2129 MIN:15 0.42  01/2134 MIN:20 0.45  01/2134 MIN:30 0.60  01/2149 MIN:45 0.76  01/2155 MIN:60 0.83  01/2155 MIN:80 1.00  01/2244 MIN:100 1.23  01/2251 MIN:120 1.32  01/2251 MIN:150 1.43  01/2311 MIN:180 1.52  01/2322 SN GT DP ON GRND:0 SN GT IN 24HRS:0.0 SN MTOT:0.0 AVG DLY MIN:63.5  AVG DLY MAX:78.0  AVG MLY TMP:70.8  MIN TMP:54 DATE(S):30 29 MAX TMP:87  DATE(S):13 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:29.980 LWST SLP:29.46 DATE/TIME:012132 HGST SLP:30.38 DATE/TIME:202310 HDD MTH TOT:6 DEP NORM:-2553 SEASON(JUL 1-JUN 30):7 DEP NORM:-25536 CDD MTH TOT:187 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1161 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-09-01 21:31,2021-09-01 21:29,2021-09-01 21:34,2021-09-01 21:34,2021-09-01 21:49,2021-09-01 21:55,2021-09-01 21:55,2021-09-01 22:44,2021-09-01 22:51,2021-09-01 22:51,2021-09-01 23:11,2021-09-01 23:22,0.2,0.31,0.42,0.45,0.6,0.76,0.83,1.0,1.23,1.32,1.43,1.52,,
94,11.0,1162.0,33.0,2021-10-31T23:59:00,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,102.0,94.0,,,,,,,,,,,,,,,,,,11.0,7.0,0.0,0.0,0.0,0.0,6.0,19.0,-166.0,5.4,6.6,0.74,,3.24,26-26,0,,0.0,,30.4,6.0,1023.0,69.9,63.0,29.34,26.0,1016.0,56.2,29.97,29.95,4.36,,,14.0,260.0,SOM844PCP MTOT:4.36 PCP GT 24HRS:3.24 DATE(S):26 DAYS W/PCP >=.01:11 DAYS W/PCP >=.10:7  DAYS W/ PCP >=.50:1 DAYS W/PCP >=1.00:1 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.13  26/0333 MIN:10 0.19  26/0018 MIN:15 0.20  26/1930 MIN:20 0.25  26/1932 MIN:30 0.38  26/1928 MIN:45 0.53  26/1932 MIN:60 0.65  26/1932 MIN:80 0.82  26/1932 MIN:100 0.88  26/1952 MIN:120 0.93  26/2000 MIN:150 0.99  26/2028 MIN:180 1.05  26/0628 SN GT DP ON GRND:0 SN GT IN 24HRS:0.0 SN MTOT:0.0 AVG DLY MIN:56.2  AVG DLY MAX:69.9  AVG MLY TMP:63.1  MIN TMP:47 DATE(S):29 24 MAX TMP:80  DATE(S):14 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:29.945 LWST SLP:29.34 DATE/TIME:261016 HGST SLP:30.40 DATE/TIME:061023 HDD MTH TOT:92 DEP NORM:-2553 SEASON(JUL 1-JUN 30):99 DEP NORM:-25536 CDD MTH TOT:36 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1197 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-10-26 03:33,2021-10-26 00:18,2021-10-26 19:30,2021-10-26 19:32,2021-10-26 19:28,2021-10-26 19:32,2021-10-26 19:32,2021-10-26 19:32,2021-10-26 19:52,2021-10-26 20:00,2021-10-26 20:28,2021-10-26 06:28,0.13,0.19,0.2,0.25,0.38,0.53,0.65,0.82,0.88,0.93,0.99,1.05,,
95,11.2,1162.0,0.0,2021-11-30T23:59:00,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,663.0,561.0,,,,,,,,,,,,,,,,,,8.0,3.0,3.0,0.0,0.0,0.0,-1.2,0.0,36.0,-0.1,-2.3,-2.63,,0.21,12-12,0,,0.0,30-30,30.59,20.0,1030.0,54.2,46.3,29.57,13.0,1351.0,38.4,30.09,30.07,0.67,T,,-7777.0,525.0,SOM795PCP MTOT:0.67 PCP GT 24HRS:0.21 DATE(S):12 DAYS W/PCP >=.01:8  DAYS W/PCP >=.10:3  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.08  13/1445 MIN:10 0.14  13/1449 MIN:15 0.14  13/1449 MIN:20 0.14  13/1449 MIN:30 0.14  13/1449 MIN:45 0.14  13/1449 MIN:60 0.14  13/1449 MIN:80 0.14  13/1449 MIN:100 0.14  13/1449 MIN:120 0.15  12/1025 MIN:150 0.15  12/1025 MIN:180 0.15  12/1025 AVG DLY MIN:38.4  AVG DLY MAX:54.2  AVG MLY TMP:46.3  MIN TMP:30 DATE(S):30 24 MAX TMP:69  DATE(S):09 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:3  DAYS MIN  <=0:0  AVG STP:30.070 LWST SLP:29.55 DATE/TIME:131411 HGST SLP:30.59 DATE/TIME:201030 HDD MTH TOT:554 DEP NORM:-2553 SEASON(JUL 1-JUN 30):653 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1197 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-11-13 14:45,2021-11-13 14:49,2021-11-13 14:49,2021-11-13 14:49,2021-11-13 14:49,2021-11-13 14:49,2021-11-13 14:49,2021-11-13 14:49,2021-11-13 14:49,2021-11-12 10:25,2021-11-12 10:25,2021-11-12 10:25,0.08,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,,
96,10.7,1162.0,0.0,2021-12-31T23:59:00,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1333.0,670.0,,,,,,,,,,,,,,,,,,14.0,5.0,7.0,0.0,0.0,0.0,5.7,0.0,-175.0,5.3,6.0,-1.69,,0.54,06-06,0,,0.2,24-24,30.67,15.0,751.0,49.3,43.4,29.48,25.0,1532.0,37.5,30.04,30.01,1.70,0.2,,0.0,845.0,SOM795PCP MTOT:1.70 PCP GT 24HRS:0.54 DATE(S):6 DAYS W/PCP >=.01:14 DAYS W/PCP >=.10:5  DAYS W/ PCP >=.50:1 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.14  06/0337 MIN:10 0.19  06/0337 MIN:15 0.22  06/0343 MIN:20 0.22  06/0343 MIN:30 0.36  06/0403 MIN:45 0.44  06/0414 MIN:60 0.46  06/0426 MIN:80 0.47  06/0416 MIN:100 0.48  06/0426 MIN:120 0.48  06/0426 MIN:150 0.49  06/0426 MIN:180 0.49  06/0426 AVG DLY MIN:37.5  AVG DLY MAX:49.3  AVG MLY TMP:43.4  MIN TMP:24 DATE(S):20 MAX TMP:61  DATE(S):17 16 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:7  DAYS MIN  <=0:0  AVG STP:30.015 LWST SLP:29.48 DATE/TIME:251532 HGST SLP:30.68 DATE/TIME:150740 HDD MTH TOT:664 DEP NORM:-2553 SEASON(JUL 1-JUN 30):1317 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1197 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-12-06 03:37,2021-12-06 03:37,2021-12-06 03:43,2021-12-06 03:43,2021-12-06 04:03,2021-12-06 04:14,2021-12-06 04:26,2021-12-06 04:16,2021-12-06 04:26,2021-12-06 04:26,2021-12-06 04:26,2021-12-06 04:26,0.14,0.19,0.22,0.22,0.36,0.44,0.46,0.47,0.48,0.48,0.49,0.49,,
97,4.3,0.0,0.0,2021-01-31T23:59:00,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,1806.0,744.0,,,,,,,,,,,,,,,,,,13.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.8,0.8,1.92,,1.53,02-03,2,28.0,1.6,28-28,30.42,30.0,1034.0,50.1,41.0,29.61,16.0,1351.0,31.8,30.06,29.57,5.42,1.6,,-7777.0,746.0,SOM791PCP MTOT:5.42 PCP GT 24HRS:1.53 DATE(S):2-3 DAYS W/PCP >=.01:12 DAYS W/PCP >=.10:9  DAYS W/ PCP >=.50:3 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.15  03/0317 MIN:10 0.20  03/0318 MIN:15 0.25  03/0323 MIN:20 0.29  03/0323 MIN:30 0.36  02/2333 MIN:45 0.44  03/0001 MIN:60 0.59  03/0003 MIN:80 0.71  03/0024 MIN:100 0.81  03/0043 MIN:120 0.86  03/0059 MIN:150 0.89  03/0122 MIN:180 0.91  03/0148 AVG DLY MIN:31.8  AVG DLY MAX:50.1  AVG MLY TMP:41.0  MIN TMP:20 DATE(S):30 MAX TMP:60  DATE(S):22 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:16 DAYS MIN  <=0:0  AVG STP:29.575 LWST SLP:29.60 DATE/TIME:161408 HGST SLP:30.42 DATE/TIME:301034 HDD MTH TOT:736 DEP NORM:-2553 SEASON(JUL 1-JUN 30):1778 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):0 DEP NORM:-25536,SOM  ,SOM  ,6,6,72306013722.0,2021-01-03 03:17,2021-01-03 03:18,2021-01-03 03:23,2021-01-03 03:23,2021-01-02 23:33,2021-01-03 00:01,2021-01-03 00:03,2021-01-03 00:24,2021-01-03 00:43,2021-01-03 00:59,2021-01-03 01:22,2021-01-03 01:48,0.15,0.2,0.25,0.29,0.36,0.44,0.59,0.71,0.81,0.86,0.89,0.91,,
98,6.5,0.0,0.0,2021-02-28T23:59:00,0.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,2438.0,632.0,,,,,,,,,,,,,,,,,,14.0,12.0,13.0,0.0,0.0,0.0,-2.1,-1.0,57.0,-3.7,-0.5,,,0.97,06-07,0,,0.0,02-02,30.62,21.0,951.0,51.5,42.4,29.66,2.0,1451.0,33.3,30.09,29.61,,T,,1.0,575.0,,SOM  ,SOM  ,6,6,72306013722.0,,,,,,,,,,,,,,,,,,,,,,,,,,
99,6.5,13.0,13.0,2021-03-31T23:59:00,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,2771.0,333.0,,,,,,,,,,,,,,,,,,10.0,7.0,3.0,0.0,0.0,0.0,3.1,2.0,-91.0,2.6,3.5,-1.68,,0.91,27-27,0,,0.0,,30.56,8.0,951.0,66.0,54.7,29.78,1.0,551.0,43.4,,,2.43,,,11.0,424.0,SOM576PCP MTOT:0.40 PCP GT 24HRS:0.40 DATE(S):31 DAYS W/PCP >=.01:1  DAYS W/PCP >=.10:1  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.12  31/1557 MIN:10 0.17  31/1558 MIN:15 0.19  31/1558 MIN:20 0.21  31/1558 MIN:30 0.23  31/1607 MIN:45 0.29  31/1624 MIN:60 0.29  31/1624 MIN:80 0.29  31/1624 MIN:100 0.29  31/1624 MIN:120 0.31  31/1624 MIN:150 0.31  31/1624 MIN:180 0.31  31/1558 LWST SLP:29.85 DATE/TIME:312359 HGST SLP:30.39 DATE/TIME:300911 DEP NORM:-2553 SEASON(JUL 1-JUN 30):0 DEP NORM:-25536 DEP NORM:-2553 SEASON(JAN 1-DEC 31):0 DEP NORM:-25536,SOM  ,SOM  ,6,6,72306013722.0,,,,,,,,,,,,,,,,,,,,,,,,,,
