,AWND,CDSD,CLDD,DATE,DSNW,DYHF,DYTS,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE,REPORT_TYPE.1,SOURCE,SOURCE.1,STATION,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset
75,8.9,0.0,0.0,2021-03-31T23:59:00,0.0,,,,,,,,,,,,,,,,,,,,,,,3722.0,538.0,,,,,,,,,,,,,,,,,,3.0,0.0,10.0,0.0,0.0,0.0,-0.5,0.0,14.0,0.0,-1.0,-0.45,,0.08,23-24,0,,0.4,24-24,30.4,28.0,852.0,60.5,47.6,29.49,16.0,1352.0,34.7,29.96,24.7,0.12,0.5,,-7777.0,524.0,SOM793PCP MTOT:0.12 PCP GT 24HRS:0.08 DATE(S):23-24 DAYS W/PCP >=.01:2  DAYS W/PCP >=.10:0  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.01  24/0356 MIN:10 0.02  24/0203 MIN:15 0.02  24/0203 MIN:20 0.02  24/0203 MIN:30 0.03  23/2322 MIN:45 0.03  24/0232 MIN:60 0.03  24/0255 MIN:80 0.04  24/0255 MIN:100 0.04  24/0255 MIN:120 0.04  24/0356 MIN:150 0.05  24/0356 MIN:180 0.05  24/0356 AVG DLY MIN:34.7  AVG DLY MAX:60.9  AVG MLY TMP:47.8  MIN TMP:22 DATE(S):02 MAX TMP:79  DATE(S):19 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:10 DAYS MIN  <=0:0  AVG STP:24.700 LWST SLP:29.48 DATE/TIME:161347 HGST SLP:30.41 DATE/TIME:280727 HDD MTH TOT:523 DEP NORM:-2553 SEASON(JUL 1-JUN 30):3673 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):0 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-03-24 03:56,2021-03-24 02:03,2021-03-24 02:03,2021-03-24 02:03,2021-03-23 23:22,2021-03-24 02:32,2021-03-24 02:55,2021-03-24 02:55,2021-03-24 02:55,2021-03-24 03:56,2021-03-24 03:56,2021-03-24 03:56,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,,
76,11.2,0.0,0.0,2021-04-30T23:59:00,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,3953.0,232.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.3,-7.0,-45.0,2.6,-0.1,-0.25,,0.36,28-28,0,,0.0,,30.37,1.0,852.0,71.6,57.3,29.5,26.0,1652.0,42.9,29.86,24.81,0.36,,,7.0,277.0,SOM790PCP MTOT:0.36 PCP GT 24HRS:0.36 DATE(S):28 DAYS W/PCP >=.01:0  DAYS W/PCP >=.10:0  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.03  28/1539 MIN:10 0.05  28/1539 MIN:15 0.07  28/1448 MIN:20 0.07  28/1448 MIN:30 0.08  28/2021 MIN:45 0.08  28/2021 MIN:60 0.12  28/1539 MIN:80 0.14  28/1539 MIN:100 0.15  28/1539 MIN:120 0.16  28/1539 MIN:150 0.17  28/1539 MIN:180 0.19  28/1539 AVG DLY MIN:42.9  AVG DLY MAX:71.6  AVG MLY TMP:57.3  MIN TMP:34 DATE(S):19 MAX TMP:83  DATE(S):25 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:24.815 LWST SLP:29.49 DATE/TIME:261650 HGST SLP:30.38 DATE/TIME:010844 HDD MTH TOT:224 DEP NORM:-2553 SEASON(JUL 1-JUN 30):3897 DEP NORM:-25536 CDD MTH TOT:1 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-04-28 15:39,2021-04-28 15:39,2021-04-28 14:48,2021-04-28 14:48,2021-04-28 20:21,2021-04-28 20:21,2021-04-28 15:39,2021-04-28 15:39,2021-04-28 15:39,2021-04-28 15:39,2021-04-28 15:39,2021-04-28 15:39,0.03,0.05,0.07,0.07,0.08,0.08,0.12,0.14,0.15,0.16,0.17,0.19,,
77,10.7,108.0,107.0,2021-05-31T23:59:00,0.0,,5.0,,,,,,,,,,,,,,,,,,,,,3987.0,34.0,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,0.0,0.0,1.8,16.0,-37.0,2.2,1.2,-0.04,,0.26,31-31,0,,0.0,,30.17,12.0,1045.0,81.0,67.4,29.34,2.0,1652.0,53.7,29.82,24.7,0.46,,,91.0,71.0,SOM793PCP MTOT:0.46 PCP GT 24HRS:0.26 DATE(S):31 DAYS W/PCP >=.01:5  DAYS W/PCP >=.10:1  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.06  31/1315 MIN:10 0.10  31/1344 MIN:15 0.12  31/1350 MIN:20 0.15  31/1350 MIN:30 0.19  31/1359 MIN:45 0.23  31/1354 MIN:60 0.26  31/1359 MIN:80 0.26  31/1359 MIN:100 0.26  31/1359 MIN:120 0.26  31/1359 MIN:150 0.26  31/1359 MIN:180 0.26  31/1359 AVG DLY MIN:53.7  AVG DLY MAX:81.0  AVG MLY TMP:67.4  MIN TMP:43 DATE(S):04 MAX TMP:89  DATE(S):29 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:24.695 LWST SLP:29.32 DATE/TIME:021717 HGST SLP:30.17 DATE/TIME:121045 HDD MTH TOT:31 DEP NORM:-2553 SEASON(JUL 1-JUN 30):3928 DEP NORM:-25536 CDD MTH TOT:113 DEP NORM:-2553 SEASON(JAN 1-DEC 31):114 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-05-31 13:15,2021-05-31 13:44,2021-05-31 13:50,2021-05-31 13:50,2021-05-31 13:59,2021-05-31 13:54,2021-05-31 13:59,2021-05-31 13:59,2021-05-31 13:59,2021-05-31 13:59,2021-05-31 13:59,2021-05-31 13:59,0.06,0.1,0.12,0.15,0.19,0.23,0.26,0.26,0.26,0.26,0.26,0.26,,
78,9.4,497.0,390.0,2021-06-30T23:59:00,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,3990.0,2.0,,,,,,,,,,,,,,,,,,4.0,2.0,0.0,20.0,0.0,0.0,3.0,88.0,-2.0,2.5,3.4,-0.17,,0.30,28-29,0,,0.0,,30.15,1.0,833.0,90.8,77.9,29.56,19.0,1752.0,65.0,29.84,24.75,0.49,,,302.0,4.0,SOM795PCP MTOT:0.49 PCP GT 24HRS:0.30 DATE(S):28-29 DAYS W/PCP >=.01:3  DAYS W/PCP >=.10:2  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.03  29/0851 MIN:10 0.05  29/0851 MIN:15 0.06  29/0856 MIN:20 0.06  03/2200 MIN:30 0.07  29/0856 MIN:45 0.09  03/2220 MIN:60 0.10  03/2235 MIN:80 0.12  03/2248 MIN:100 0.12  03/2248 MIN:120 0.12  03/2248 MIN:150 0.12  03/2248 MIN:180 0.12  03/2248 AVG DLY MIN:65.0  AVG DLY MAX:90.8  AVG MLY TMP:77.9  MIN TMP:50 DATE(S):01 MAX TMP:103 DATE(S):14 DAYS MAX <=32:0 DAYS MAX >=90:20 DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:24.755 LWST SLP:29.54 DATE/TIME:061543 HGST SLP:30.15 DATE/TIME:010833 HDD MTH TOT:2 DEP NORM:-2553 SEASON(JUL 1-JUN 30):3930 DEP NORM:-25536 CDD MTH TOT:395 DEP NORM:-2553 SEASON(JAN 1-DEC 31):509 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-06-29 08:51,2021-06-29 08:51,2021-06-29 08:56,2021-06-03 22:00,2021-06-29 08:56,2021-06-03 22:20,2021-06-03 22:35,2021-06-03 22:48,2021-06-03 22:48,2021-06-03 22:48,2021-06-03 22:48,2021-06-03 22:48,0.03,0.05,0.06,0.06,0.07,0.09,0.1,0.12,0.12,0.12,0.12,0.12,,
79,7.8,932.0,435.0,2021-07-31T23:59:00,0.0,,18.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,12.0,5.0,0.0,21.0,0.0,0.0,0.7,24.0,0.0,0.6,1.0,0.15,,0.58,31-31,0,,0.0,,30.1,19.0,752.0,90.7,79.0,29.73,4.0,1805.0,67.4,29.94,24.84,1.65,,,411.0,-7777.0,SOM789PCP MTOT:1.65 PCP GT 24HRS:0.58 DATE(S):31 DAYS W/PCP >=.01:9  DAYS W/PCP >=.10:5  DAYS W/ PCP >=.50:1 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.18  31/1739 MIN:10 0.28  31/1744 MIN:15 0.37  31/1745 MIN:20 0.41  31/1750 MIN:30 0.45  31/1757 MIN:45 0.49  31/1815 MIN:60 0.53  31/1828 MIN:80 0.54  31/1844 MIN:100 0.55  31/1910 MIN:120 0.56  31/1910 MIN:150 0.56  31/1910 MIN:180 0.56  31/1910 AVG DLY MIN:67.4  AVG DLY MAX:90.7  AVG MLY TMP:79.1  MIN TMP:61 DATE(S):24 MAX TMP:101 DATE(S):10 DAYS MAX <=32:0 DAYS MAX >=90:21 DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:24.840 LWST SLP:29.73 DATE/TIME:041805 HGST SLP:30.11 DATE/TIME:190802 HDD MTH TOT:0 DEP NORM:-2553 SEASON(JUL 1-JUN 30):0 DEP NORM:-25536 CDD MTH TOT:443 DEP NORM:-2553 SEASON(JAN 1-DEC 31):952 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-07-31 17:39,2021-07-31 17:44,2021-07-31 17:45,2021-07-31 17:50,2021-07-31 17:57,2021-07-31 18:15,2021-07-31 18:28,2021-07-31 18:44,2021-07-31 19:10,2021-07-31 19:10,2021-07-31 19:10,2021-07-31 19:10,0.18,0.28,0.37,0.41,0.45,0.49,0.53,0.54,0.55,0.56,0.56,0.56,,
80,8.3,1317.0,385.0,2021-08-31T23:59:00,0.0,,15.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,14.0,0.0,0.0,1.2,39.0,0.0,2.4,0.1,-1.23,,0.10,15-15,0,,0.0,,30.21,2.0,1032.0,89.6,77.4,29.62,31.0,1618.0,65.2,29.9,24.94,0.35,,,346.0,-7777.0,SOM790PCP MTOT:0.18 PCP GT 24HRS:0.09 DATE(S):29 DAYS W/PCP >=.01:4  DAYS W/PCP >=.10:0  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.04  29/2149 MIN:10 0.06  29/2151 MIN:15 0.07  29/2151 MIN:20 0.08  29/2149 MIN:30 0.09  29/2151 MIN:45 0.09  29/2151 MIN:60 0.09  29/2151 MIN:80 0.09  29/2151 MIN:100 0.09  29/2151 MIN:120 0.09  29/2151 MIN:150 0.09  29/2151 MIN:180 0.09  29/2151 AVG DLY MIN:65.2  AVG DLY MAX:89.6  AVG MLY TMP:77.4  MIN TMP:60 DATE(S):17 MAX TMP:96  DATE(S):07 DAYS MAX <=32:0 DAYS MAX >=90:14 DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:24.945 LWST SLP:29.62 DATE/TIME:311618 HGST SLP:30.21 DATE/TIME:021032 HDD MTH TOT:0 DEP NORM:-2553 SEASON(JUL 1-JUN 30):0 DEP NORM:-25536 CDD MTH TOT:394 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1346 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-08-29 21:49,2021-08-29 21:51,2021-08-29 21:51,2021-08-29 21:49,2021-08-29 21:51,2021-08-29 21:51,2021-08-29 21:51,2021-08-29 21:51,2021-08-29 21:51,2021-08-29 21:51,2021-08-29 21:51,2021-08-29 21:51,0.04,0.06,0.07,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,,
81,6.9,1581.0,264.0,2021-09-30T23:59:00,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,15.0,15.0,,,,,,,,,,,,,,,,,,7.0,3.0,0.0,12.0,0.0,0.0,4.0,109.0,-11.0,4.5,3.5,0.05,,0.54,30-30,0,,0.0,,30.33,22.0,752.0,85.2,73.3,29.67,1.0,1352.0,61.4,29.93,24.81,1.13,,,155.0,26.0,SOM795PCP MTOT:1.13 PCP GT 24HRS:0.54 DATE(S):30 DAYS W/PCP >=.01:4  DAYS W/PCP >=.10:2  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.07  30/1932 MIN:10 0.11  01/1525 MIN:15 0.14  01/1529 MIN:20 0.19  01/1525 MIN:30 0.23  01/1533 MIN:45 0.25  01/1548 MIN:60 0.27  01/1600 MIN:80 0.31  01/1624 MIN:100 0.35  01/1644 MIN:120 0.36  01/1650 MIN:150 0.36  30/2150 MIN:180 0.39  30/2220 AVG DLY MIN:61.4  AVG DLY MAX:85.2  AVG MLY TMP:73.3  MIN TMP:50 DATE(S):30 MAX TMP:94  DATE(S):09 07 DAYS MAX <=32:0 DAYS MAX >=90:12 DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:24.810 LWST SLP:29.66 DATE/TIME:011410 HGST SLP:30.34 DATE/TIME:220725 HDD MTH TOT:14 DEP NORM:-2553 SEASON(JUL 1-JUN 30):14 DEP NORM:-25536 CDD MTH TOT:270 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1616 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-09-30 19:32,2021-09-01 15:25,2021-09-01 15:29,2021-09-01 15:25,2021-09-01 15:33,2021-09-01 15:48,2021-09-01 16:00,2021-09-01 16:24,2021-09-01 16:44,2021-09-01 16:50,2021-09-30 21:50,2021-09-30 22:20,0.07,0.11,0.14,0.19,0.23,0.25,0.27,0.31,0.35,0.36,0.36,0.39,,
82,7.6,1588.0,7.0,2021-10-31T23:59:00,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,236.0,220.0,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.7,-3.0,-20.0,2.0,-0.8,-1.0,,0.01,26-26,0,,0.0,,30.38,16.0,838.0,71.0,58.2,29.46,12.0,513.0,45.3,29.97,24.77,0.02,,,10.0,240.0,SOM797PCP MTOT:0.02 PCP GT 24HRS:0.01 DATE(S):26+ DAYS W/PCP >=.01:2  DAYS W/PCP >=.10:0  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.01  26/0937 MIN:10 0.01  26/0937 MIN:15 0.01  26/0937 MIN:20 0.01  26/0937 MIN:30 0.01  26/0937 MIN:45 0.01  26/0937 MIN:60 0.01  26/0937 MIN:80 0.01  26/0937 MIN:100 0.01  26/0937 MIN:120 0.01  26/0937 MIN:150 0.01  26/0937 MIN:180 0.01  26/0937 AVG DLY MIN:45.3  AVG DLY MAX:71.0  AVG MLY TMP:58.2  MIN TMP:34 DATE(S):13 MAX TMP:80  DATE(S):09 08 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:24.770 LWST SLP:29.46 DATE/TIME:120513 HGST SLP:30.38 DATE/TIME:160838 HDD MTH TOT:212 DEP NORM:-2553 SEASON(JUL 1-JUN 30):226 DEP NORM:-25536 CDD MTH TOT:10 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1626 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,2021-10-26 09:37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,
83,5.1,1588.0,0.0,2021-11-30T23:59:00,0.0,,,,,,,,,,,,,,,,,,,,,,,671.0,436.0,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,0.0,0.0,0.0,5.6,0.0,-165.0,7.6,3.5,-0.45,,0.12,24-24,0,,0.0,,30.51,25.0,1007.0,63.4,50.5,29.81,16.0,1452.0,37.6,30.15,24.88,0.12,,,0.0,601.0,SOM792PCP MTOT:0.12 PCP GT 24HRS:0.12 DATE(S):24 DAYS W/PCP >=.01:1  DAYS W/PCP >=.10:1  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.01  24/0816 MIN:10 0.02  24/0816 MIN:15 0.02  24/0816 MIN:20 0.02  24/0816 MIN:30 0.03  24/0816 MIN:45 0.05  24/0053 MIN:60 0.05  24/0053 MIN:80 0.05  24/0053 MIN:100 0.05  24/0053 MIN:120 0.05  24/0053 MIN:150 0.05  24/0053 MIN:180 0.05  24/0343 AVG DLY MIN:37.6  AVG DLY MAX:63.4  AVG MLY TMP:50.5  MIN TMP:28 DATE(S):26 MAX TMP:73  DATE(S):06 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:5  DAYS MIN  <=0:0  AVG STP:24.880 LWST SLP:29.79 DATE/TIME:161527 HGST SLP:30.51 DATE/TIME:251007 HDD MTH TOT:431 DEP NORM:-2553 SEASON(JUL 1-JUN 30):657 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1626 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-11-24 08:16,2021-11-24 08:16,2021-11-24 08:16,2021-11-24 08:16,2021-11-24 08:16,2021-11-24 00:53,2021-11-24 00:53,2021-11-24 00:53,2021-11-24 00:53,2021-11-24 00:53,2021-11-24 00:53,2021-11-24 03:43,0.01,0.02,0.02,0.02,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,
84,6.7,1588.0,0.0,2021-12-31T23:59:00,0.0,,,,,,,,,,,,,,,,,,,,,,,1407.0,736.0,,,,,,,,,,,,,,,,,,3.0,1.0,21.0,0.0,0.0,0.0,4.9,0.0,-154.0,7.1,2.8,-0.3,,0.16,31-31,0,,0.1,29-29,30.4,19.0,826.0,53.2,41.2,29.45,31.0,2152.0,29.3,30.02,24.73,0.20,0.1,,0.0,890.0,SOM793PCP MTOT:0.20 PCP GT 24HRS:0.16 DATE(S):31 DAYS W/PCP >=.01:3  DAYS W/PCP >=.10:1  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.03  31/2254 MIN:10 0.05  31/2300 MIN:15 0.07  31/2303 MIN:20 0.08  31/2307 MIN:30 0.11  31/2314 MIN:45 0.15  31/2314 MIN:60 0.16  31/2314 MIN:80 0.16  31/2314 MIN:100 0.16  31/2314 MIN:120 0.16  31/2314 MIN:150 0.16  31/2314 MIN:180 0.16  31/2314 AVG DLY MIN:29.3  AVG DLY MAX:53.2  AVG MLY TMP:41.3  MIN TMP:16 DATE(S):11 MAX TMP:65  DATE(S):03 DAYS MAX <=32:0 DAYS MAX >=90:0  DAYS MIN <=32:21 DAYS MIN  <=0:0  AVG STP:24.725 LWST SLP:29.44 DATE/TIME:312146 HGST SLP:30.40 DATE/TIME:190826 HDD MTH TOT:728 DEP NORM:-2553 SEASON(JUL 1-JUN 30):1385 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1626 DEP NORM:-25536,SOM  ,SOM  ,6,6,72365023050.0,2021-12-31 22:54,2021-12-31 23:00,2021-12-31 23:03,2021-12-31 23:07,2021-12-31 23:14,2021-12-31 23:14,2021-12-31 23:14,2021-12-31 23:14,2021-12-31 23:14,2021-12-31 23:14,2021-12-31 23:14,2021-12-31 23:14,0.03,0.05,0.07,0.08,0.11,0.15,0.16,0.16,0.16,0.16,0.16,0.16,,
85,12.8,0.0,0.0,2021-01-31T23:59:00,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,2433.0,936.0,,,,,,,,,,,,,,,,,,9.0,5.0,22.0,0.0,0.0,2.0,2.1,0.0,-65.0,2.0,2.1,-0.88,,1.24,15-16,T,29.0,0.7,31-31,30.54,1.0,1001.0,41.1,34.8,29.36,16.0,1435.0,28.4,30.0,29.98,2.28,0.9,,0.0,1001.0,SOM865PCP MTOT:2.28 PCP GT 24HRS:1.24 DATE(S):15-16 DAYS W/PCP >=.01:9  DAYS W/PCP >=.10:5  DAYS W/ PCP >=.50:2 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.09  16/0254 MIN:10 0.16  16/0259 MIN:15 0.24  16/0305 MIN:20 0.29  16/0310 MIN:30 0.35  16/0318 MIN:45 0.42  16/0318 MIN:60 0.47  16/0343 MIN:80 0.55  16/0354 MIN:100 0.60  16/0359 MIN:120 0.62  16/0427 MIN:150 0.69  16/0449 MIN:180 0.76  16/0520 SN GT DP ON GRND:1 DATE(S):31 SN GT IN 24HRS:0.7 DATE(S): 31SN MTOT:0.7 AVG DLY MIN:28.4  AVG DLY MAX:41.1  AVG MLY TMP:34.8  MIN TMP:15 DATE(S):30 MAX TMP:53  DATE(S):02 DAYS MAX <=32:2 DAYS MAX >=90:0  DAYS MIN <=32:22 DAYS MIN  <=0:0  AVG STP:29.975 LWST SLP:29.36 DATE/TIME:161435 HGST SLP:30.54 DATE/TIME:011001 HDD MTH TOT:931 DEP NORM:-2553 SEASON(JUL 1-JUN 30):2403 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):0 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-01-16 02:54,2021-01-16 02:59,2021-01-16 03:05,2021-01-16 03:10,2021-01-16 03:18,2021-01-16 03:18,2021-01-16 03:43,2021-01-16 03:54,2021-01-16 03:59,2021-01-16 04:27,2021-01-16 04:49,2021-01-16 05:20,0.09,0.16,0.24,0.29,0.35,0.42,0.47,0.55,0.6,0.62,0.69,0.76,,
86,12.5,0.0,0.0,2021-02-28T23:59:00,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,3322.0,889.0,,,,,,,,,,,,,,,,,,13.0,8.0,23.0,0.0,0.0,5.0,-1.7,0.0,48.0,-3.5,-0.1,2.18,,1.32,01-01,13,2.0,11.9,01-01,30.53,21.0,1151.0,38.3,33.2,29.37,2.0,1619.0,28.0,30.08,30.06,4.77,26.4,,0.0,841.0,SOM866PCP MTOT:4.78 PCP GT 24HRS:1.33 DATE(S):1 DAYS W/PCP >=.01:13 DAYS W/PCP >=.10:8  DAYS W/ PCP >=.50:4 DAYS W/PCP >=1.00:1 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.04  18/1308 MIN:10 0.07  18/1311 MIN:15 0.09  18/1316 MIN:20 0.11  18/1316 MIN:30 0.13  18/1331 MIN:45 0.20  18/1316 MIN:60 0.26  18/1316 MIN:80 0.31  18/1316 MIN:100 0.36  18/1331 MIN:120 0.40  18/1331 MIN:150 0.48  16/0436 MIN:180 0.57  16/0502 SN GT DP ON GRND:13 DATE(S):1  2  SN GT IN 24HRS:11.9 DATE(S): 1SN MTOT:26.4 AVG DLY MIN:28.0  AVG DLY MAX:38.3  AVG MLY TMP:33.2  MIN TMP:17 DATE(S):08 MAX TMP:52  DATE(S):27 DAYS MAX <=32:5 DAYS MAX >=90:0  DAYS MIN <=32:23 DAYS MIN  <=0:0  AVG STP:30.055 LWST SLP:29.37 DATE/TIME:021619 HGST SLP:30.54 DATE/TIME:211137 HDD MTH TOT:882 DEP NORM:-2553 SEASON(JUL 1-JUN 30):3285 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):0 DEP NORM:-25536,SOM  ,SOM  ,6,6,74486094789.0,2021-02-18 13:08,2021-02-18 13:11,2021-02-18 13:16,2021-02-18 13:16,2021-02-18 13:31,2021-02-18 13:16,2021-02-18 13:16,2021-02-18 13:16,2021-02-18 13:31,2021-02-18 13:31,2021-02-16 04:36,2021-02-16 05:02,0.04,0.07,0.09,0.11,0.13,0.2,0.26,0.31,0.36,0.4,0.48,0.57,,
